"rgn_id","sector","year","value"
1,"tour",2004,8381.73960280894
2,"tour",2004,8381.73960280894
3,"tour",2004,8381.73960280894
4,"tour",2004,8381.73960280894
5,"tour",2004,8381.73960280894
6,"tour",2004,8381.73960280894
7,"tour",2004,8381.73960280894
8,"tour",2004,8381.73960280894
9,"tour",2004,8381.73960280894
10,"tour",2004,8381.73960280894
11,"tour",2004,8381.73960280894
12,"tour",2004,8381.73960280894
13,"tour",2004,8381.73960280894
14,"tour",2004,8381.73960280894
15,"tour",2004,8381.73960280894
16,"tour",2004,8381.73960280894
17,"tour",2004,8381.73960280894
18,"tour",2004,8381.73960280894
19,"tour",2004,8381.73960280894
1,"tour",2005,10643.9132473068
2,"tour",2005,10643.9132473068
3,"tour",2005,10643.9132473068
4,"tour",2005,10643.9132473068
5,"tour",2005,10643.9132473068
6,"tour",2005,10643.9132473068
7,"tour",2005,10643.9132473068
8,"tour",2005,10643.9132473068
9,"tour",2005,10643.9132473068
10,"tour",2005,10643.9132473068
11,"tour",2005,10643.9132473068
12,"tour",2005,10643.9132473068
13,"tour",2005,10643.9132473068
14,"tour",2005,10643.9132473068
15,"tour",2005,10643.9132473068
16,"tour",2005,10643.9132473068
17,"tour",2005,10643.9132473068
18,"tour",2005,10643.9132473068
19,"tour",2005,10643.9132473068
1,"tour",2007,16542.3834385016
2,"tour",2007,16542.3834385016
3,"tour",2007,16542.3834385016
4,"tour",2007,16542.3834385016
5,"tour",2007,16542.3834385016
6,"tour",2007,16542.3834385016
7,"tour",2007,16542.3834385016
8,"tour",2007,16542.3834385016
9,"tour",2007,16542.3834385016
10,"tour",2007,16542.3834385016
11,"tour",2007,16542.3834385016
12,"tour",2007,16542.3834385016
13,"tour",2007,16542.3834385016
14,"tour",2007,16542.3834385016
15,"tour",2007,16542.3834385016
16,"tour",2007,16542.3834385016
17,"tour",2007,16542.3834385016
18,"tour",2007,16542.3834385016
19,"tour",2007,16542.3834385016
1,"tran",2004,4672.32867727253
2,"tran",2004,4672.32867727253
3,"tran",2004,4672.32867727253
4,"tran",2004,4672.32867727253
5,"tran",2004,4672.32867727253
6,"tran",2004,4672.32867727253
7,"tran",2004,4672.32867727253
8,"tran",2004,4672.32867727253
9,"tran",2004,4672.32867727253
10,"tran",2004,4672.32867727253
11,"tran",2004,4672.32867727253
12,"tran",2004,4672.32867727253
13,"tran",2004,4672.32867727253
14,"tran",2004,4672.32867727253
15,"tran",2004,4672.32867727253
16,"tran",2004,4672.32867727253
17,"tran",2004,4672.32867727253
18,"tran",2004,4672.32867727253
19,"tran",2004,4672.32867727253
1,"tran",2005,5419.23257767984
2,"tran",2005,5419.23257767984
3,"tran",2005,5419.23257767984
4,"tran",2005,5419.23257767984
5,"tran",2005,5419.23257767984
6,"tran",2005,5419.23257767984
7,"tran",2005,5419.23257767984
8,"tran",2005,5419.23257767984
9,"tran",2005,5419.23257767984
10,"tran",2005,5419.23257767984
11,"tran",2005,5419.23257767984
12,"tran",2005,5419.23257767984
13,"tran",2005,5419.23257767984
14,"tran",2005,5419.23257767984
15,"tran",2005,5419.23257767984
16,"tran",2005,5419.23257767984
17,"tran",2005,5419.23257767984
18,"tran",2005,5419.23257767984
19,"tran",2005,5419.23257767984
1,"tran",2007,11998.9580551104
2,"tran",2007,11998.9580551104
3,"tran",2007,11998.9580551104
4,"tran",2007,11998.9580551104
5,"tran",2007,11998.9580551104
6,"tran",2007,11998.9580551104
7,"tran",2007,11998.9580551104
8,"tran",2007,11998.9580551104
9,"tran",2007,11998.9580551104
10,"tran",2007,11998.9580551104
11,"tran",2007,11998.9580551104
12,"tran",2007,11998.9580551104
13,"tran",2007,11998.9580551104
14,"tran",2007,11998.9580551104
15,"tran",2007,11998.9580551104
16,"tran",2007,11998.9580551104
17,"tran",2007,11998.9580551104
18,"tran",2007,11998.9580551104
19,"tran",2007,11998.9580551104
