"rgn_id","year","count"
18,1990,3949494.8784185
13,1990,188512.53101255
11,1990,20286937.967236
6,1990,7653952.98890041
5,1990,1556332.11679009
12,1990,268446.296901711
7,1990,591769.30786252
8,1990,56495.3053714686
2,1990,14488209.5274981
10,1990,3272604.43798041
9,1990,462732.433689609
16,1990,3708350.15922423
15,1990,23852.1151896423
1,1990,5887186.57058122
3,1990,11290275.0531659
17,1990,79207.2833570257
4,1990,2915327.18932101
19,1990,12939.8805590611
14,1990,84823.7765742632
18,1991,3907485.65366885
13,1991,186507.39731135
11,1991,20071153.7814646
6,1991,7572540.89919471
5,1991,1539778.02374984
12,1991,265590.939149159
7,1991,585474.890318194
8,1991,55894.3870126123
2,1991,14334104.1370629
10,1991,3237795.03080708
9,1991,457810.530660428
16,1991,3668905.89607541
15,1991,23598.4096149797
1,1991,5824566.88087403
3,1991,11170184.8348482
17,1991,78364.7866148379
4,1991,2884317.9998208
19,1991,12802.2441353226
14,1991,83921.539401177
18,1992,3856402.71073226
13,1992,184069.167826065
11,1992,19808761.6208364
6,1992,7473544.32980864
5,1992,1519648.35472639
12,1992,262118.842770176
7,1992,577820.919692648
8,1992,55163.6742127945
2,1992,14146712.988744
10,1992,3195467.01902186
9,1992,451825.528721513
16,1992,3620941.92969387
15,1992,23289.9052931214
1,1992,5748421.74715444
3,1992,11024155.9136738
17,1992,77340.3160786186
4,1992,2846611.02790717
19,1992,12634.8791429493
14,1992,82824.4248911454
18,1993,3743513.26230113
13,1993,178680.864687693
11,1993,19228894.7497607
6,1993,7254769.38318033
5,1993,1475163.30546094
12,1993,254445.771827304
7,1993,560906.222289666
8,1993,53548.8540753678
2,1993,13732592.6942093
10,1993,3101925.30766134
9,1993,438599.126151437
16,1993,3514945.18404625
15,1993,22608.1340260188
1,1993,5580146.74864875
3,1993,10701443.0193358
17,1993,75076.3135149582
4,1993,2763281.46589227
19,1993,12265.0151415907
14,1993,80399.8846281261
18,1994,3621115.84295261
13,1994,172838.738537112
11,1994,18600189.3253679
6,1994,7017568.39356126
5,1994,1426931.5592229
12,1994,246126.446195568
7,1994,542566.905905735
8,1994,51798.0277556377
2,1994,13283593.6419921
10,1994,3000505.16405104
9,1994,424258.746564681
16,1994,3400020.99664953
15,1994,21868.9414368174
1,1994,5397699.00136848
3,1994,10351550.0399085
17,1994,72621.6282007721
4,1994,2672933.57698138
19,1994,11863.9998128301
14,1994,77771.1405300345
18,1995,3626338.74519551
13,1995,173088.031814189
11,1995,18627017.2355368
6,1995,7027690.15582793
5,1995,1428989.6883644
12,1995,246481.445710531
7,1995,543349.475155844
8,1995,51872.7384379455
2,1995,13302753.1812158
10,1995,3004832.93091375
9,1995,424870.67450488
16,1995,3404925.00360746
15,1995,21900.4840187821
1,1995,5405484.3513665
3,1995,10366480.5575351
17,1995,72726.3737215626
4,1995,2676788.87224941
19,1995,11881.1118064585
14,1995,77883.3134297493
18,1996,3575144.49380126
13,1996,170644.489487712
11,1996,18364053.3289397
6,1996,6928477.87538805
5,1996,1408816.15729457
12,1996,243001.7837202
7,1996,535678.826719342
8,1996,51140.4334331749
2,1996,13114953.7122619
10,1996,2962412.68744733
9,1996,418872.631396122
16,1996,3356856.52494033
15,1996,21591.3074737066
1,1996,5329173.29930106
3,1996,10220133.4429862
17,1996,71699.670889615
4,1996,2638999.73778512
19,1996,11713.3821299442
14,1996,76783.8083345836
18,1997,3500887.55442757
13,1997,167100.146725534
11,1997,17982625.8378084
6,1997,6784571.08716265
5,1997,1379554.57747247
12,1997,237954.555908094
7,1997,524552.599449805
8,1997,50078.2296336989
2,1997,12842551.7647633
10,1997,2900882.39133957
9,1997,410172.507625233
16,1997,3287133.49923021
15,1997,21142.8488413761
1,1997,5218484.59866694
3,1997,10007857.8746049
17,1997,70210.4448950866
4,1997,2584186.83613159
19,1997,11470.0912900376
14,1997,75188.9831155558
18,1998,3464750.31706579
13,1998,165375.287651505
11,1998,17797003.6468109
6,1998,6714538.65911035
5,1998,1365314.39110699
12,1998,235498.31584483
7,1998,519138.006292969
8,1998,49561.3067554871
2,1998,12709986.9981894
10,1998,2870938.59168743
9,1998,405938.58093182
16,1998,3253202.69692515
15,1998,20924.6058572167
1,1998,5164617.79669773
3,1998,9904553.68963043
17,1998,69485.7111031541
4,1998,2557512.06533915
19,1998,11351.6934823202
14,1998,74412.8593219192
18,1999,3705603.06203525
13,1999,176871.380684469
11,1999,19034165.5743104
6,1999,7181301.02847491
5,1999,1460224.46795285
12,1999,251869.023865992
7,1999,555225.9786983
8,1999,53006.5699588804
2,1999,13593524.0432578
10,1999,3070512.4071629
9,1999,434157.474808489
16,1999,3479349.67081735
15,1999,22379.1836180703
1,1999,5523637.13697337
3,1999,10593070.5308281
17,1999,74316.0228785557
4,1999,2735297.97914522
