"rgn_id","type","label"
1,"eez","Primor'ye"
2,"eez","Krasnodar"
3,"eez","Rostov"
4,"eez","Sakhalin"
5,"eez","Kamchatka"
6,"eez","Kaliningrad"
7,"eez","Khabarovsk"
8,"eez","Koryak"
9,"eez","Maga Buryatdan"
10,"eez","Leningrad"
11,"eez","City of St. Petersburg"
12,"eez","Karelia"
13,"eez","Chukot"
14,"eez","Yamal-Nenets"
15,"eez","Nenets"
16,"eez","Murmansk"
17,"eez","Sakha"
18,"eez","Arkhangel'sk"
19,"eez","Taymyr"
